,category,categoryId,categoryName,categoryUrl,foodImageUrl,genre,mediumImageUrl,nickname,pickup,rank,recipeCost,recipeDescription,recipeId,recipeIndication,recipeMaterial,recipePublishday,recipeTitle,recipeUrl,shop,smallImageUrl,中華,他,和食,洋食
1829,3.0,1505.0,甘エビ,https://recipe.rakuten.co.jp/category/11-79-1505/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5efb8217a9093df01e98627e509c332ec39183d3.81.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5efb8217a9093df01e98627e509c332ec39183d3.81.2.3.2.jpg?thum=54,Startrek,0.0,2.0,"1,000円前後",函館の近海はボタンエビの有力漁場。旬は春と秋で春の初物が入荷。まずはプリップリのお造りで。頭は〆の「エビ汁」にします。これが絶品！,1790012458.0,約30分,"['＜お造り＞', 'ボタンエビ', '＜エビ汁＞', 'ボタンエビの頭＆剥き殻', '日本酒', '水', 'だしパック', '味噌', '長ネギ']",2017/05/02 05:07:31,丸ごと調理☆ボタンエビのお造り＆エビ汁,https://recipe.rakuten.co.jp/recipe/1790012458/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5efb8217a9093df01e98627e509c332ec39183d3.81.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1830,3.0,1505.0,甘エビ,https://recipe.rakuten.co.jp/category/11-79-1505/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/526cf756e048f53bdd5ad157bc6b2bcfbc74bc8b.22.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/526cf756e048f53bdd5ad157bc6b2bcfbc74bc8b.22.2.3.2.jpg?thum=54,mamichin555,0.0,3.0,500円前後,頭付きの赤エビの頭を味噌汁に入れると濃厚〜エビ好きにはたまりませーん,1390034173.0,約10分,"['赤エビの頭', '水', '和風だし顆粒', '味噌', '白髪ネギ(あれば)', '小ねぎ']",2018/01/15 17:10:51,赤エビの頭の味噌汁,https://recipe.rakuten.co.jp/recipe/1390034173/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/526cf756e048f53bdd5ad157bc6b2bcfbc74bc8b.22.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1837,3.0,1507.0,干しエビ,https://recipe.rakuten.co.jp/category/11-79-1507/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f0abe4582d63b67ba009698dac18986d843e135d.61.2.3.2.jpg,4.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f0abe4582d63b67ba009698dac18986d843e135d.61.2.3.2.jpg?thum=54,liqueur,1.0,3.0,300円前後,台湾の朝食として人気の、豆乳をお酢で固めた鹹豆漿(シェントウジャン)です。,1530004845.0,5分以内,"['無調整豆乳', '☆酢', '☆胡麻油', '☆醤油', '青ねぎ', '干し海老', '油條']",2016/10/14 17:11:10,鹹豆漿　シェントウジャン　台湾豆乳スープ,https://recipe.rakuten.co.jp/recipe/1530004845/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f0abe4582d63b67ba009698dac18986d843e135d.61.2.3.2.jpg?thum=55,0.0,1.0,0.0,0.0
1869,3.0,478.0,しじみ,https://recipe.rakuten.co.jp/category/11-82-478/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b611b1cf907bea76f637110825263f7d11b202ef.56.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b611b1cf907bea76f637110825263f7d11b202ef.56.2.3.2.jpg?thum=54,アボカドプリン,0.0,1.0,300円前後,肝臓元気にするため、定期的にしじみ汁をいただいております。美味しいしじみ汁の作り方をご紹介します。,1360011107.0,約10分,"['しじみ', '水', '味噌']",2016/06/06 06:01:10,美味しいしじみ汁の☆作り方,https://recipe.rakuten.co.jp/recipe/1360011107/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b611b1cf907bea76f637110825263f7d11b202ef.56.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1870,3.0,478.0,しじみ,https://recipe.rakuten.co.jp/category/11-82-478/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/79af0563f43544fab4c95987d9e684e88d9eba99.77.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/79af0563f43544fab4c95987d9e684e88d9eba99.77.2.3.2.jpg?thum=54,taka5chan,0.0,2.0,指定なし,砂抜き処理は真水か塩水か？で意見が割れますが、私がお魚屋さんに教わったのは塩水での砂抜きです。,1120011310.0,1時間以上,"['しじみ', '水', '塩']",2018/09/22 04:16:43,料理の基本❤しじみの砂抜き❤,https://recipe.rakuten.co.jp/recipe/1120011310/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/79af0563f43544fab4c95987d9e684e88d9eba99.77.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1947,3.0,844.0,グリーンピース,https://recipe.rakuten.co.jp/category/12-100-844/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7f873a6f8f2933b083e13d2ffcd80d827a1d87ad.94.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7f873a6f8f2933b083e13d2ffcd80d827a1d87ad.94.2.3.2.jpg?thum=54,2727椿,0.0,3.0,指定なし,冬瓜を小さく切りました。柔らかくて美味しいです。グリンピースは下に沈んでいます。,1600020798.0,約30分,"['豚肩ロース（切り落とし）', '冬瓜', 'グリンピース（缶詰め）', '酒', '鶏丸ごとがらスープ', '片栗粉', '水（片栗粉用）', '水']",2016/09/07 20:53:51,豚肉と冬瓜のスープ,https://recipe.rakuten.co.jp/recipe/1600020798/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7f873a6f8f2933b083e13d2ffcd80d827a1d87ad.94.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1972,3.0,821.0,とうがん（冬瓜）,https://recipe.rakuten.co.jp/category/12-101-821/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/060b7ecf4141ee25fb1f2f2ae9e87798b2ae27f2.46.2.3.2.jpg,3.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/060b7ecf4141ee25fb1f2f2ae9e87798b2ae27f2.46.2.3.2.jpg?thum=54,uzuratukune3,0.0,2.0,300円前後,薬膳料理にも使われる冬瓜。季節の変わり目に体を壊さないよう冬瓜でいたわってあげて下さい！優しい味です♪,1050009202.0,約30分,"['冬瓜', 'ベーコン', '水', 'コンソメの素', '塩', '粗挽き黒こしょう', '★片栗粉', '★水', 'オリーブ油']",2013/10/22 15:52:28,絶品！冬瓜とベーコンの中華スープ,https://recipe.rakuten.co.jp/recipe/1050009202/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/060b7ecf4141ee25fb1f2f2ae9e87798b2ae27f2.46.2.3.2.jpg?thum=55,1.0,0.0,0.0,0.0
1983,3.0,509.0,モロヘイヤ,https://recipe.rakuten.co.jp/category/12-101-509/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/264133aa55512b4ced78621fba86db7ed572cd3c.92.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/264133aa55512b4ced78621fba86db7ed572cd3c.92.2.3.2.jpg?thum=54,はなまる子♪,0.0,1.0,100円以下,栄養豊富なスタミナ野菜のモロヘイヤ、卵で閉じてかき玉スープにしました。,1390012691.0,約10分,"['モロヘイヤ（葉のみ）', '水', 'チキンコンソメ', '卵', '塩、こしょう', 'ごま油']",2012/07/20 00:39:14,スタミナ夏野菜！夏バテにモロヘイヤのかき玉スープ,https://recipe.rakuten.co.jp/recipe/1390012691/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/264133aa55512b4ced78621fba86db7ed572cd3c.92.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1985,3.0,509.0,モロヘイヤ,https://recipe.rakuten.co.jp/category/12-101-509/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5498d03f9b0b004616c35ad540f3d45727535756.92.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5498d03f9b0b004616c35ad540f3d45727535756.92.2.3.2.jpg?thum=54,はなまる子♪,0.0,3.0,指定なし,粘り気のあるお味噌汁は、夏の疲れた身体をシャキにしてくれそうです。,1390012984.0,約10分,"['モロヘイヤ（葉のみ）', 'えのき（小）', '油揚げ', 'だし汁', '味噌', '白すり胡麻']",2012/08/19 02:16:53,夏バテにモロヘイヤのお味噌汁,https://recipe.rakuten.co.jp/recipe/1390012984/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5498d03f9b0b004616c35ad540f3d45727535756.92.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2043,3.0,2038.0,バターナッツかぼちゃ,https://recipe.rakuten.co.jp/category/12-102-2038/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c6b938323f0b9802b768db8a68db88d1fd9739f4.82.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c6b938323f0b9802b768db8a68db88d1fd9739f4.82.2.3.2.jpg?thum=54,Yavoo!,1.0,3.0,500円前後,素材の味だけでいただけます,1510014436.0,約30分,"['バターナッツかぼちゃ', '牛乳', 'アーモンド']",2016/09/12 22:48:02,バターナッツかぼちゃのスープ,https://recipe.rakuten.co.jp/recipe/1510014436/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c6b938323f0b9802b768db8a68db88d1fd9739f4.82.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
2049,3.0,314.0,セロリ,https://recipe.rakuten.co.jp/category/12-103-314/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/05c954bd6003e1fd5d086a869a0dbe851aa90dfa.07.2.3.2.jpg,3.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/05c954bd6003e1fd5d086a869a0dbe851aa90dfa.07.2.3.2.jpg?thum=54,メリッコ,0.0,4.0,100円以下,簡単にさっとできるスープです。,1370008303.0,5分以内,"['セロリの葉', '卵', '水', '鶏がらスープの素', '塩']",2015/03/06 12:42:47,セロリの葉と卵のスープ,https://recipe.rakuten.co.jp/recipe/1370008303/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/05c954bd6003e1fd5d086a869a0dbe851aa90dfa.07.2.3.2.jpg?thum=55,1.0,0.0,0.0,0.0
2076,3.0,1541.0,芽キャベツ,https://recipe.rakuten.co.jp/category/12-104-1541/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c76193d9f09792814c3ccbe04102b9dcd2873f36.61.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c76193d9f09792814c3ccbe04102b9dcd2873f36.61.2.3.2.jpg?thum=54,Belle Marianne,0.0,4.0,300円前後,"芽キャベツを大量にgetしたけれど使い切れない時はスープが簡単
低カロリーでダイエットにも",1030006089.0,約10分,"['芽キャベツ', 'ベーコン', '玉ねぎ', 'コンソメキューブ', '水', '塩こしょう', 'オリーブオイル']",2014/02/11 20:34:15,芽キャベツのコンソメスープ,https://recipe.rakuten.co.jp/recipe/1030006089/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c76193d9f09792814c3ccbe04102b9dcd2873f36.61.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
2110,3.0,75.0,しいたけ,https://recipe.rakuten.co.jp/category/12-105-75/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6caf82ff938661a891890c6188c5032f60f691f9.12.2.3.2.jpg,3.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6caf82ff938661a891890c6188c5032f60f691f9.12.2.3.2.jpg?thum=54,k2541585478,0.0,4.0,100円以下,しいたけがいい香りです,1000007373.0,約10分,"['大根', 'にんじん', 'しいたけ', '水', '鶏ガラスープ（顆粒）', '料理酒', '薄口醤油', 'しょうが（おろす）', '塩・こしょう']",2016/02/28 19:29:22,大根・しいたけ・にんじんの中華スープ,https://recipe.rakuten.co.jp/recipe/1000007373/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6caf82ff938661a891890c6188c5032f60f691f9.12.2.3.2.jpg?thum=55,1.0,0.0,0.0,0.0
2197,3.0,1640.0,缶詰アレンジ,https://recipe.rakuten.co.jp/category/13-109-1640/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a541babe92c506567c84273078612518d5292d2a.33.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a541babe92c506567c84273078612518d5292d2a.33.2.3.2.jpg?thum=54,*kuuuma*,0.0,4.0,100円以下,まるで旅館で食べる朝ごはんの伊勢海老の味噌汁みたい～！残ったかにみそも味噌汁に入れるだけで濃厚味噌汁にッ(^^)/☆,1220012415.0,5分以内,"['蟹みそ', '水', '顆粒蟹だし', 'ミックス味噌', 'みりん', '刻みねぎ']",2015/10/30 18:46:47,めちゃ濃厚～！蟹みそ味噌汁♡,https://recipe.rakuten.co.jp/recipe/1220012415/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a541babe92c506567c84273078612518d5292d2a.33.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2240,3.0,335.0,もずく,https://recipe.rakuten.co.jp/category/13-113-335/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6599980d1ee9fe0812cbe28cdb78dff31f39b734.20.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6599980d1ee9fe0812cbe28cdb78dff31f39b734.20.2.3.2.jpg?thum=54,グルヤマ,0.0,4.0,指定なし,市販の和風ダシと鶏ガラのWスープで作る、旨みたっぷりのもずくスープです。シンプルな材料ですが美味しいスープがあっという間に作れますよ♪,1570010889.0,指定なし,"['もずく', '水', '☆和風だしの素', '☆鶏ガラスープの素', '☆酒', '☆しょうゆ', '塩', 'こしょう', '白ネギ', 'しょうが汁（お好みで）', '白ごま']",2014/06/23 08:59:32,WスープdeうまみUP！もずくスープ,https://recipe.rakuten.co.jp/recipe/1570010889/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6599980d1ee9fe0812cbe28cdb78dff31f39b734.20.2.3.2.jpg?thum=55,,0.0,1.0,0.0
2253,3.0,1653.0,めかぶ,https://recipe.rakuten.co.jp/category/13-113-1653/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/bcca36314fc404a2bfcf601a820edce70bb965af.11.2.3.2.jpg,3.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/bcca36314fc404a2bfcf601a820edce70bb965af.11.2.3.2.jpg?thum=54,ゆず茶55,0.0,2.0,100円以下,あっさり和風のめかぶスープです(*^^*),1560008281.0,5分以内,"['味付めかぶ', '醤油', 'だし汁', '刻みねぎ']",2014/07/20 18:27:05,とろとろ♪めかぶスープ,https://recipe.rakuten.co.jp/recipe/1560008281/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/bcca36314fc404a2bfcf601a820edce70bb965af.11.2.3.2.jpg?thum=55,1.0,0.0,0.0,0.0
2262,3.0,74.0,その他の海藻,https://recipe.rakuten.co.jp/category/13-113-74/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/3bfeba9a59871777e8184ade0e04f1f69b366a05.92.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/3bfeba9a59871777e8184ade0e04f1f69b366a05.92.2.3.2.jpg?thum=54,はなまる子♪,0.0,3.0,指定なし,"食物繊維たっぷりのあおさのお汁です。
カルシウムに葉酸、ビタミンＡもたっぷり。
栄養素がギュッと詰まったあおさのお汁で、夏バテ予防です。",1390013234.0,約15分,"['あおさ（乾燥）', '豆腐（絹こし）', 'だし汁（和風だし）', '・・調味料', 'Ａ・・', '塩', 'しょうゆ', '※生姜（すりおろし）']",2012/08/26 00:01:23,磯の香りもさわやか！沖縄・あおさ（あーさ）のお汁,https://recipe.rakuten.co.jp/recipe/1390013234/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/3bfeba9a59871777e8184ade0e04f1f69b366a05.92.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2486,3.0,916.0,冷たい蕎麦,https://recipe.rakuten.co.jp/category/16-153-916/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f68e4fe11df42a214ee0eeb93d7980a89fa17a63.26.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f68e4fe11df42a214ee0eeb93d7980a89fa17a63.26.2.3.2.jpg?thum=54,arakurea,0.0,4.0,500円前後,"しいたけ・しめじに長ネギもたっぷり入れた美味しい“つけ汁”です。
薄めて“かけ汁”で食べても◎
お蕎麦にもどうぞ♪",1780004994.0,約30分,"['茹でうどん', 'しいたけ', 'しめじ', '長ネギ', '油揚げ', 'みりん', 'しょうゆ', '砂糖', '水', 'だしの素', 'おろし生姜']",2012/04/03 23:38:55,キノコいっぱいのつけ汁☆“きのこ汁うどん”,https://recipe.rakuten.co.jp/recipe/1780004994/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f68e4fe11df42a214ee0eeb93d7980a89fa17a63.26.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2542,3.0,1355.0,あさり味噌汁,https://recipe.rakuten.co.jp/category/17-159-1355/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eeddc875220b78ada8678a3f16a969e50fef8f21.94.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eeddc875220b78ada8678a3f16a969e50fef8f21.94.2.3.2.jpg?thum=54,ニャンコーヒー,0.0,1.0,300円前後,だしの素を使うので簡単に速く出来ます,1080015799.0,5分以内,"['水', 'だしの素', '豆腐', '麩', '乾燥わかめ', '味噌']",2017/04/14 21:05:23,だしの素で簡単 味噌汁,https://recipe.rakuten.co.jp/recipe/1080015799/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eeddc875220b78ada8678a3f16a969e50fef8f21.94.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2543,3.0,1355.0,あさり味噌汁,https://recipe.rakuten.co.jp/category/17-159-1355/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9df4c5a5d480f7300184464b73e1b12fc37bd77c.85.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9df4c5a5d480f7300184464b73e1b12fc37bd77c.85.2.3.2.jpg?thum=54,Anelavivi,0.0,2.0,500円前後,冷凍しておいたアサリを、出汁も貝の身も美味しく頂けるレシピです。,1200005485.0,約10分,"['冷凍アサリ', '水', 'うまみ調味料', '万能ねぎ', '味噌']",2012/06/15 09:16:23,冷凍アサリをおいしく味わえる味噌汁♪,https://recipe.rakuten.co.jp/recipe/1200005485/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9df4c5a5d480f7300184464b73e1b12fc37bd77c.85.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2544,3.0,1355.0,あさり味噌汁,https://recipe.rakuten.co.jp/category/17-159-1355/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/80c95ccee91db433b4345d2ccee22341c59460ed.92.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/80c95ccee91db433b4345d2ccee22341c59460ed.92.2.3.2.jpg?thum=54,はなまる子♪,0.0,3.0,指定なし,"プリプリのあさりの身も美味しい季節になりました。
お味噌汁でほっこり温まります。",1390010222.0,約15分,"['あさり', '水', '和風だしの素（顆粒）', '味噌', '万能ねぎ（小口切り）']",2012/02/10 15:34:50,旨みたっぷり！あさりのお味噌汁☆,https://recipe.rakuten.co.jp/recipe/1390010222/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/80c95ccee91db433b4345d2ccee22341c59460ed.92.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2545,3.0,1355.0,あさり味噌汁,https://recipe.rakuten.co.jp/category/17-159-1355/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a62458e1a8c9b41a70330111d2c235d12f2a5b4d.45.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a62458e1a8c9b41a70330111d2c235d12f2a5b4d.45.2.3.2.jpg?thum=54,oppeke22,0.0,4.0,300円前後,アサリを水から煮ることで旨味が広がるので、出汁を取らなくても美味しい味噌汁が出来ます。,1030011969.0,約15分,"['アサリ', '水', '★味噌', '★鰹節', '青ネギ（小口切り）']",2018/05/09 20:06:11,水から煮ることで出汁要らず！アサリの味噌汁,https://recipe.rakuten.co.jp/recipe/1030011969/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a62458e1a8c9b41a70330111d2c235d12f2a5b4d.45.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2546,3.0,1356.0,しじみ味噌汁,https://recipe.rakuten.co.jp/category/17-159-1356/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/54b8011e97a81bfe314ac6664b52311201e6244d.56.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/54b8011e97a81bfe314ac6664b52311201e6244d.56.2.3.2.jpg?thum=54,fuu-tann,0.0,3.0,指定なし,"しじみは冷凍すると旨味がアップするそうです。
しじみからいいダシが出ますのでダシは不要・お味噌は少なめに。
薬味にはねぎを、煮えばなをお召し上がりください。",1720005063.0,5分以内,"['しじみ貝', '水', '味噌', 'ねぎ']",2011/11/30 19:01:31,しじみは冷凍しましょう♡しじみの味噌汁♡,https://recipe.rakuten.co.jp/recipe/1720005063/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/54b8011e97a81bfe314ac6664b52311201e6244d.56.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2547,3.0,1356.0,しじみ味噌汁,https://recipe.rakuten.co.jp/category/17-159-1356/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b49b350cfd7a28c9bfa9eaa39e09d3a70b5cf5fc.49.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b49b350cfd7a28c9bfa9eaa39e09d3a70b5cf5fc.49.2.3.2.jpg?thum=54,はぁぽじ,0.0,4.0,指定なし,冷凍したしじみを使った旨みも栄養もたっぷりなお味噌汁です♪飲み会続きの方も、そうでない方もぜひ♥おいしいですよ～(*＾-＾*),1760022576.0,約10分,"['冷凍しじみ', '水', '酒', 'だし昆布', '味噌', '長ネギ(小口切り)']",2015/10/29 08:00:26,旨みたっぷり♪しじみのお味噌汁✿,https://recipe.rakuten.co.jp/recipe/1760022576/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b49b350cfd7a28c9bfa9eaa39e09d3a70b5cf5fc.49.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2548,3.0,1358.0,なめこの味噌汁,https://recipe.rakuten.co.jp/category/17-159-1358/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/57a6221899516fbda184c6f8d462c417234922b9.57.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/57a6221899516fbda184c6f8d462c417234922b9.57.2.3.2.jpg?thum=54,京たまご8836,0.0,1.0,100円以下,なめこのお味噌汁に小松菜を入れて、栄養プラス！しました♪簡単に栄養がとれますよ♪,1460031783.0,約10分,"['なめこ', '小松菜', '油揚げ', '水', '本だし', '味噌']",2020/05/11 14:49:46,なめこと小松菜の味噌汁♪,https://recipe.rakuten.co.jp/recipe/1460031783/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/57a6221899516fbda184c6f8d462c417234922b9.57.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2549,3.0,1358.0,なめこの味噌汁,https://recipe.rakuten.co.jp/category/17-159-1358/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/3a81c4060f271f59322ce8b2ec31d906ac6bdcfb.48.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/3a81c4060f271f59322ce8b2ec31d906ac6bdcfb.48.2.3.2.jpg?thum=54,ばななみるく。,0.0,3.0,300円前後,家で1番人気のお味噌汁です！こどもたちも大好き☆,1980010492.0,約10分,"['なめこ', '長ネギ', 'みそ', '水', 'だしの素', '（あれば）小口ねぎ']",2015/02/03 11:27:20,一番人気♪なめことネギのお味噌汁,https://recipe.rakuten.co.jp/recipe/1980010492/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/3a81c4060f271f59322ce8b2ec31d906ac6bdcfb.48.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2550,3.0,1358.0,なめこの味噌汁,https://recipe.rakuten.co.jp/category/17-159-1358/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6b2905518e3f509fa29fe07f2653140e18c8c8f0.68.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6b2905518e3f509fa29fe07f2653140e18c8c8f0.68.2.3.2.jpg?thum=54,kojarin7,0.0,4.0,100円以下,なめこと豆腐の美味しいおみそ汁です。,1400009500.0,約10分,"['なめこ', '豆腐', 'だし汁', 'みそ', '長ネギ']",2014/03/17 13:49:41,☆なめこ豆腐のおみそ汁☆,https://recipe.rakuten.co.jp/recipe/1400009500/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6b2905518e3f509fa29fe07f2653140e18c8c8f0.68.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2551,3.0,2155.0,豆腐の味噌汁,https://recipe.rakuten.co.jp/category/17-159-2155/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/d383bc01e8ae02b81f6425845a34aaaa7d10d762.50.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/d383bc01e8ae02b81f6425845a34aaaa7d10d762.50.2.3.2.jpg?thum=54,みんとa,0.0,1.0,300円前後,味噌汁に油揚げを入れると、コクと旨味が出ます。淡白なお豆腐とねぎが良く合います♪,1410014916.0,5分以内,"['水', '絹ごし豆腐', '油揚げ', '★和風だしの素', '味噌', '細ねぎ']",2020/07/23 10:35:26,豆腐と油揚げの味噌汁,https://recipe.rakuten.co.jp/recipe/1410014916/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/d383bc01e8ae02b81f6425845a34aaaa7d10d762.50.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
2552,3.0,2155.0,豆腐の味噌汁,https://recipe.rakuten.co.jp/category/17-159-2155/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fcc15c3611ae39caf6f6ce9890926e2dffd0d746.69.9.3.3.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fcc15c3611ae39caf6f6ce9890926e2dffd0d746.69.9.3.3.jpg?thum=54,y_♡,0.0,2.0,100円以下,"本日のお味噌汁の具材の組み合わせです♡
具材、お汁たっぷりで温活しましょう♪
マネッコしてね～^^*",1470023849.0,約10分,"['①豆腐(絹ごし木綿豆腐どちらでも)', '②ワカメ(乾燥)', '③きざみ油揚げ', '④ほうれん草(冷凍)', '⑤味噌', '⑥お出汁']",2020/11/25 10:10:50,♡小さなサイコロ豆腐とワカメのお味噌汁♡,https://recipe.rakuten.co.jp/recipe/1470023849/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fcc15c3611ae39caf6f6ce9890926e2dffd0d746.69.9.3.3.jpg?thum=55,0.0,0.0,1.0,0.0
